filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
Track00179,Slakh 2100,3.0878506,3.1087613,Slakh 2100,0.024487
Track01313,Slakh 2100,3.2281554,2.602564,Slakh 2100,0.002538
Track00631,Slakh 2100,1.6,0.16498317,Slakh 2100,0.009202
Track00866,Slakh 2100,0.6131387,1.9541284,Slakh 2100,0.005631
Track00047,Slakh 2100,3.2437313,2.402746,Slakh 2100,0.013598
Track00254,Slakh 2100,3.4914634,2.6699266,Slakh 2100,0.000895
Track00037,Slakh 2100,2.9266503,1.2405063,Slakh 2100,0.00205
Track00266,Slakh 2100,3.1226766,2.1,Slakh 2100,0.000781
Track00013,Slakh 2100,0.062222224,1.5625,Slakh 2100,0.007403
Track01126,Slakh 2100,1.7318436,1.7284962,Slakh 2100,0.007449
Track01083,Slakh 2100,2.619632,1.880597,Slakh 2100,0.010394
Track00885,Slakh 2100,2.738523,1.8211383,Slakh 2100,0.004948
Track01452,Slakh 2100,2.0554016,0.11413044,Slakh 2100,0.001421
Track01074,Slakh 2100,2.9615386,2.134529,Slakh 2100,0.003599
Track00637,Slakh 2100,0.9943182,2.613537,Slakh 2100,0.003644
Track00023,Slakh 2100,2.7564104,1.96875,Slakh 2100,0.002452
Track00290,Slakh 2100,3.612531,3.0537848,Slakh 2100,0.000673
Track00903,Slakh 2100,3.288889,2.4522293,Slakh 2100,0.001663
Track00651,Slakh 2100,1.9105883,1.5041323,Slakh 2100,0.000981
Track00607,Slakh 2100,3.242226,2.9846625,Slakh 2100,0.001085
Track01150,Slakh 2100,1.8353659,1.1973684,Slakh 2100,0.002365
Track00329,Slakh 2100,3.0445633,2.4756098,Slakh 2100,0.002097
Track01010,Slakh 2100,0.4814815,0.14893617,Slakh 2100,0.0
Track00241,Slakh 2100,3.1754966,3.11838,Slakh 2100,0.003779
Track00597,Slakh 2100,0.39772728,2.2600896,Slakh 2100,0.000511
Track00283,Slakh 2100,1.2026432,1.6658851,Slakh 2100,0.005108
Track01273,Slakh 2100,3.0698323,2.2777777,Slakh 2100,0.004673
