filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
MozartWA__KV545__K545-2,MSMD,0.04307692,2.3333333,MSMD,0.000669
BachJS__BWV988__bwv-988-v13,MSMD,3.804878,4.254902,MSMD,0.00501
BachJS__BWV988__bwv-988-v27,MSMD,0.048275862,0.0,MSMD,0.00134
BachJS__BWV988__bwv-988-v23,MSMD,2.3617022,0.08139535,MSMD,0.00789
ChopinFF__O10__chp-10-05-a4,MSMD,5.900641,2.4723403,MSMD,0.004882
BachJS__BWV783__bach-invention-12,MSMD,3.4658537,2.4166667,MSMD,0.001241
BachJS__BWV988__bwv-988-v25,MSMD,3.4088542,3.2117648,MSMD,0.008338
BachJS__BWV829__52title-hub,MSMD,0.20095694,0.0,MSMD,0.0
BachJS__BWV785__bach-invention-14,MSMD,2.9308944,4.2608695,MSMD,0.002432
MozartWA__KV331__KV331_1_6_var5,MSMD,1.195122,0.875,MSMD,0.0
